,시설명,시도명,시군구명,소재지도로명주소,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호
2202,동구노인복지관,인천광역시,동구,인천광역시 동구 샛골로 177,정문 입구  자전거 보관소 근처,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,인천광역시 동구청,032-770-6439
2203,동구노인문화센터,인천광역시,동구,인천광역시 동구 솔빛로 13,정문입구 오른쪽 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 동구청,032-770-6439
2204,가평군청 1청사,경기도,가평군,경기도 가평군 가평읍 석봉로 181,가평군청 1청사 본관(가운데) 현관 오늘쪽,09:00,00:00,00:00,00:00,00:00,00:00,2,Y,Y,경기도 가평군청,031-580-2227
2205,청평역,경기도,가평군,경기도 가평군 청평면 청평역로 97-33,개찰구 안쪽 에스컬레이터 옆,05:30,00:00,05:30,23:59,05:30,23:59,2,Y,Y,경기도 가평군청,031-580-2227
2206,청평면행정복지센터,경기도,가평군,경기도 가평군 청평면 은고개로 19,정문 안쪽 우측,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,경기도 가평군청,031-580-2227
2207,가평꽃동네 희망의 집,경기도,가평군,경기도 가평군 조종면 꽃동네길 35-25,시설 앞 경사로 출입구,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,경기도 가평군청,031-580-2227
2208,조종면행정복지센터,경기도,가평군,경기도 가평군 조종면 조종내길 71,1층 복지상담실 좌측,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,경기도 가평군청,031-580-2227
2209,북면행정복지센터,경기도,가평군,경기도 가평군 북면 가화로 1030-39,1층 로비 좌측,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,경기도 가평군청,031-580-2227
2210,설악면행정복지센터,경기도,가평군,경기도 가평군 설악면 한서로 8,1층 좌측 지적정보시스템 키오스크 옆,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,경기도 가평군청,031-580-2227
2211,가평군장애인복지관,경기도,가평군,경기도 가평군 가평읍 석봉로191번길 65-19,정문 안쪽 우측,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경기도 가평군청,031-580-2227
2212,한석봉체육관,경기도,가평군,경기도 가평군 가평읍 문화로 153,지하2층 게시판 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경기도 가평군청,031-580-2227
2213,가평군보건소,경기도,가평군,경기도 가평군 가평읍 가화로 155,출입문 입구 좌측,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,경기도 가평군청,031-580-2227
2214,광명KTX역,경기도,광명시,경기도 광명시 광명역로 21,광명KTX역 동편1번+서편5번,05:00,24:00,05:00,24:00,05:00,24:00,2,N,Y,경기도 광명시 광명KTX역,02-899-9270
2215,광명시평생학습원,경기도,광명시,경기도 광명시 철망산로 2,광명시평생학습원,09:00,21:00,09:00,17:30,00:00,00:00,2,N,N,경기도 광명시 평생학습원,02-2680-6114
2216,강화군장애인회관,인천광역시,강화군,인천광역시 강화군 강화읍 강화대로 373,강화군장애인회관 입구 좌측,00:00,23:59,00:00,23:59,00:00,23:59,1,Y,N,인천광역시 강화군청 복지정책과,032-930-3318
2217,강화군장애인복지관,인천광역시,강화군,인천광역시 강화군 강화읍 충렬사로 63,강화군장애인복지관 1층 입구 오른쪽 복도,00:00,23:59,00:00,23:59,00:00,23:59,1,Y,N,인천광역시 강화군청 복지정책과,032-930-3318
2218,강화읍사무소,인천광역시,강화군,인천광역시 강화군 강화읍 강화대로440번길 10,강화읍사무소 입구 우측,00:00,23:59,00:00,23:59,00:00,23:59,1,Y,N,인천광역시 강화군청 복지정책과,032-930-3318
2219,길상면사무소,인천광역시,강화군,인천광역시 강화군 길상면 강화동로 15,길상면사무소 입구 우측,00:00,23:59,00:00,23:59,00:00,23:59,1,Y,N,인천광역시 강화군청 복지정책과,032-930-3318
2220,강화군청,인천광역시,강화군,인천광역시 강화군 강화읍 강화대로 394,강화군청 후문 입구 우측,00:00,23:59,00:00,23:59,00:00,23:59,1,Y,N,인천광역시 강화군청 복지정책과,032-930-3318
2221,가정1동 행정복지센터,인천광역시,서구,인천광역시 서구 염곡로464번길 11,1층 민원실 내,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,가정1동 행정복지센터,032-560-4316
2222,하계역(7호선),서울특별시,노원구,서울특별시 노원구 한글비석로 55-2,하계역(7) 지하1층 2호기 엘리베이터 맞은편,05:00,23:00,05:00,23:00,05:00,23:00,2,Y,Y,북부장애인종합복지관,02-2092-1725
2223,중계역(7호선),서울특별시,노원구,서울특별시 노원구 동일로 1308,중계역(7) 지하2층 비상게이트 맞은편,05:00,23:00,05:00,23:00,05:00,23:00,2,Y,Y,북부장애인종합복지관,02-2092-1725
2224,구산동주민센터,서울특별시,은평구,서울특별시 은평구 갈현로17길 10,1층 민원실 외부,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-351-5152
2225,화개면사무소,경상남도,하동군,경상남도 하동군 화개면 쌍계로 71-9,청사 내부 휴게실,09:00,18:00,09:00,18:00,09:00,18:00,2,N,Y,경상남도 하동군 화개면사무소,055-880-6078
2226,악양면사무소,경상남도,하동군,경상남도 하동군 악양면 악양서로 357,청사 내부 출입구,09:00,18:00,09:00,18:00,09:00,18:00,2,N,N,경상남도 하동군 악양면사무소,055-880-6108
2227,횡천면사무소,경상남도,하동군,경상남도 하동군 횡천면 경서대로 1175-3,청사 내부 출입구,09:00,18:00,09:00,18:00,09:00,18:00,2,N,Y,경상남도 하동군 횡천면사무소,055-880-6168
2228,양보면사무소,경상남도,하동군,경상남도 하동군 양보면 진양로 736,청사 내부 출입구,09:00,18:00,09:00,18:00,09:00,18:00,2,N,Y,경상남도 하동군 양보면사무소,055-880-6328
2229,진교면사무소,경상남도,하동군,경상남도 하동군 진교면 민다리안길 62,청사 내부 출입구,09:00,19:00,09:00,18:00,09:00,18:00,2,Y,N,경상남도 하동군 진교면사무소,055-880-6296
2230,북천면사무소,경상남도,하동군,경상남도 하동군 북천면 경서대로 2451,청사 내부 출입구,09:00,18:00,09:00,18:00,09:00,18:00,2,N,Y,경상남도 하동군 북천면사무소,055-880-6334
2231,옥종면사무소,경상남도,하동군,경상남도 하동군 옥종면 덕천로 3,청사 내부 출입구,09:00,18:00,09:00,18:00,09:00,18:00,2,N,Y,경상남도 하동군 옥종면사무소,055-880-6418
2232,길동주민센터,서울특별시,강동구,서울특별시 강동구 천호대로 1183,1층 소화전 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 강동구청,02-3425-7906
2233,둔촌2동주민센터,서울특별시,강동구,서울특별시 강동구 천호대로186길 7,직원 조직도 아래,09:00,18:00,00:00,00:00,00:00,00:00,1,N,N,서울특별시 강동구청,02-3425-7934
2234,천호역,서울특별시,강동구,서울특별시 강동구 천호대로 997,"천호역 5,6,7,8번 출구 갈림길",05:30,00:00,05:30,00:00,05:30,00:00,2,N,Y,서울특별시 강동구청,02-6311-5471
2235,천호아우름센터,서울특별시,강동구,서울특별시 강동구 구천면로 297-5,정문 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 강동구청,02-3425-7940
2236,남동구청,인천광역시,남동구,인천광역시 남동구 소래로 633 (만수동),민원봉사과 여권접수대 맞은편(온풍기옆),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 남동구청,032-453-2572
2237,구월1동행정복지센터,인천광역시,남동구,인천광역시 남동구 선수촌공원로 104(구월동),1층 민원실 입구 소파옆,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 남동구청,032-453-2572
2238,구월2동행정복지센터,인천광역시,남동구,인천광역시 남동구 구월로 208 (구월동),1층 민원봉사실 입구 정수기옆,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 남동구청,032-453-2572
2239,간석2동행정복지센터,인천광역시,남동구,인천광역시 남동구 남동대로916번길 47 (간석동),1층 엘리베이터앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 남동구청,032-453-2572
2240,간석3동행정복지센터,인천광역시,남동구,인천광역시 남동구 용천로 186 (간석동),1층 입구 왼쪽 엘리베이터 맞은편,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 남동구청,032-453-2572
2241,간석4동행정복지센터,인천광역시,남동구,인천광역시 남동구 석정로 575 (간석동),1층 민원실 사회복지코너 상담실앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 남동구청,032-453-2572
2242,만수2동행정복지센터,인천광역시,남동구,인천광역시 남동구 만수서로 46 (만수동),1층 입구 오른쪽 공기청정기옆,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 남동구청,032-453-2572
2243,만수5동행정복지센터,인천광역시,남동구,인천광역시 남동구 만경로 28번길 3(만수동),2층 민원실 입구 오른쪽(시니어 행정도우미옆),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 남동구청,032-453-2572
2244,만수6동행정복지센터,인천광역시,남동구,인천광역시 남동구 장승남로 47(만수동),1층 민원실 밖 무인발급기옆(여자화장실옆),09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 남동구청,032-453-2572
2245,장수서창동행정복지센터,인천광역시,남동구,인천광역시 남동구 독곡로 28 (장수서창동),1층 비상계단옆,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 남동구청,032-453-2572
2246,서창2동행정복지센터,인천광역시,남동구,인천광역시 남동구 서창남순환로 43 (서창동),1층 민원실 무인발급기옆,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 남동구청,032-453-2572
2247,남구청 민원실,광주광역시,남구,광주광역시 남구 봉선로 1(주월동),"종합민원실 2층, 엘리베이터 앞",09:00,18:00,00:00,00:00,00:00,00:00,1,Y,N,광주광역시 남구,062-607-3433
2248,남구장애인복지관,광주광역시,남구,광주광역시 남구 월산로 33(월산동),복지관 1층 정문 현관 내,09:00,18:00,09:00,13:00,00:00,00:00,1,Y,N,광주광역시 남구,062-607-3433
2249,남구장애인협회,광주광역시,남구,광주광역시 남구 사직길 28-8(사동),1층 정문 앞,09:00,17:00,00:00,00:00,00:00,00:00,2,Y,N,광주광역시 남구,062-607-3433
2250,열린케어장애인자립생활센터,광주광역시,남구,광주광역시 남구 봉선중앙로67번길 9(봉선동),사무실 내,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구,062-607-3433
2251,남구시각장애인복지관,광주광역시,남구,광주광역시 남구 천변좌로382번길 6(사동),출입구 정문앞,08:00,21:00,08:00,21:00,08:00,21:00,2,Y,N,광주광역시 남구,062-607-3433
2252,봉선1동 행정복지센터,광주광역시,남구,광주광역시 남구 봉선로51번길 21(주월동),1층 현관 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,광주광역시 남구,062-607-3433
2253,효덕동 행정복지센터,광주광역시,남구,광주광역시 남구 화산로 15(진월동),1층 정문 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,광주광역시 남구,062-607-3433
2254,양림동행정복지센터,광주광역시,남구,광주광역시 남구 백서로 94,2층 나무계단쪽 출입문 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구,062-607-3433
2255,방림1동 행정복지센터,광주광역시,남구,광주광역시 남구 오방로 101-2,1층,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구,062-607-3433
2256,월산동 행정복지센터,광주광역시,남구,광주광역시 남구 덕림2길 3,정문,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구,062-607-3433
2257,빛고을노인건강타운,광주광역시,남구,광주광역시 남구 덕남길 7,"복지관 지하1층, 후문출입구",08:30,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구,062-607-3433
2258,주월1동 행정복지센터,광주광역시,남구,광주광역시 남구 회서로21번가길 13,행정복지센터 입구 왼쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,광주광역시 남구,062-607-3433
2259,문덕면사무소,전라남도,보성군,전라남도 보성군 문덕면 장운길 40,행정복지센터 현관 내,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,전라남도 보성군청,061-850-5075
2260,득량면행정복지센터,전라남도,보성군,전라남도 보성군 득량면 역전길 13,행정복지센터 현관 내,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,전라남도 보성군청,061-850-5075
2261,회천면행정복지센터,전라남도,보성군,전라남도 보성군 회천면 남부관광로 2295,행정복지센터 출입구 앞,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,전라남도 보성군청,061-850-5075
2262,웅치면사무소,전라남도,보성군,전라남도 보성군 웅치면 일림로 1001,행정복지센터 현관 내,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,전라남도 보성군청,061-850-5075
2263,보성군장애인복지관,전라남도,보성군,전라남도 보성군 보성읍 현충로 186,복지관 현관 내,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,전라남도 보성군청,061-850-5075
2264,하동읍사무소,경상남도,하동군,경상남도 하동군 하동읍 중앙로 70,청사 내부 복도,09:00,18:00,09:00,18:00,09:00,18:00,2,N,Y,경상남도 하동군 하동읍사무소,055-880-6044
2265,증산역,서울특별시,은평구,서울특별시 은평구 증산로 306,여직원휴게실 옆 B1층 대합실,00:00,00:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-6311-6171
2266,새절역,서울특별시,은평구,서울특별시 은평구 증산로 400,대합실 아이센터 옆,00:00,00:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-6311-6161
2267,응암역,서울특별시,은평구,서울특별시 은평구 증산로 477 지하철6호선응암역사,B1층 엘리베이터 우측 전실 앞,00:00,00:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-6311-6101
2268,역촌역,서울특별시,은평구,서울특별시 은평구 서오릉로 63,B1층 4번출구와 엘리베이터2호기 사이,00:00,00:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-6311-6111
2269,연신내역,서울특별시,은평구,서울특별시 은평구 통일로 849,대합실 공공전화박스 옆,00:00,00:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-6110-3211
2270,독바위역,서울특별시,은평구,서울특별시 은평구 불광로 129-1,B1층 엘리베이터 옆,00:00,00:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-6311-6131
2271,불광역,서울특별시,은평구,서울특별시 은평구 통일로 723-1,고객서비스센터 앞,00:00,00:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-6110-3221
2272,갈현1동주민센터,서울특별시,은평구,서울특별시 은평구 갈현로 301,1층 주차장 내부,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-351-5092
2273,불광2동주민센터,서울특별시,은평구,서울특별시 은평구 연서로 41길 16,민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-351-5062
2274,응암2동주민센터,서울특별시,은평구,서울특별시 은평구 백련산로 100,북카페 내부,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-351-5242
2275,대조동주민센터,서울특별시,은평구,서울특별시 은평구 연서로20길 24-3,민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,해당기관,02-351-5182
2276,연동면사무소,세종특별자치시,없음,세종특별자치시 연동면 장욱진로 7 (연동면 복합커뮤니티센터),1층 엘리베이터 좌측,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,세종특별자치시 연동면사무소,044-301-5333
2277,전동면사무소,세종특별자치시,없음,세종특별자치시 전동면 운주산로 386 (전동면사무소),전동면사무소 1층,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,세종특별자치시 전동면사무소,044-301-5933
2278,소정면사무소,세종특별자치시,없음,세종특별자치시 소정면 소정구길 204 (소정면사무소),소정면사무소 1층 입구 오른쪽,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,세종특별자치시 소정면사무소,044-301-6032
2279,세종고용복지플러스센터,세종특별자치시,없음,세종특별자치시 조치원읍 터미널안길 60,1층 출입구 옆,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,세종고용복지플러스센터,044-865-3219
2280,당진1동행정복지센터,충청남도,당진시,충청남도 당진시 당진중앙1로 33,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 당진시청,041-360-8633
2281,종촌종합복지센터,세종특별자치시,없음,세종특별자치시 도움1로 116,종촌종합복지센터 1층,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,종촌종합복지센터,044-850-3000
2282,새롬종합복지센터,세종특별자치시,없음,세종특별자치시 새롬로 14,새롬종합복지센터 1층,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,새롬종합복지센터,044-850-8197
2283,세종호수공원,세종특별자치시,없음,세종특별자치시 다솜로 216,세종호수공원 관리사무소 1층,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,세종호수공원,044-301-3923
2284,로컬푸드 싱싱문화관,세종특별자치시,없음,세종특별자치시 보듬6로 16,로컬푸드 싱싱문화관 1층 요리교실 입구,09:00,21:00,09:00,18:00,09:00,18:00,2,Y,Y,로컬푸드 싱싱문화관,044-868-1096
2285,군위읍행정복지센터,대구광역시,군위군,대구광역시 군위군 군위읍 중앙길3,1층 엘리베이터 옆,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,대구광역시 군위군 군위읍행정복지센터,054-380-6656
2286,소보면사무소,대구광역시,군위군,대구광역시 군위군 소보면 송백로 1415,1층 계단옆,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,대구광역시 군위군 소보면사무소,054-380-6704
2287,효령면행정복지센터,대구광역시,군위군,대구광역시 군위군 효령면 치산효령로 2400,1층,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,대구광역시 군위군 효령면행정복지센터,054-380-6724
2288,부계면사무소,대구광역시,군위군,대구광역시 군위군 부계면 창평길 3,1층,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,대구광역시 군위군 부계면사무소,054-380-6745
2289,우보면사무소,대구광역시,군위군,대구광역시 군위군 우보면 이화길 105,1층,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,대구광역시 군위군 우보면사무소,054-380-6764
2290,대한노인회 군위군지회 의흥면분회,대구광역시,군위군,대구광역시 군위군 의흥면 읍내길 36,1층,09:00,18:00,00:00,00:00,00:00,00:00,1,Y,Y,대구광역시 군위군 의흥면행정복지센터,054-380-6785
2291,수정도서관,경기도,성남시,경기도 성남시 수정구 수정로332번길 32,청사입구,09:00,18:00,09:00,18:00,00:00,23:59,1,Y,Y,수정도서관,031-743-9600
2292,야탑2동행정복지센터,경기도,성남시,경기도 성남시 분당구 야탑로76번길 5,1층입구,09:00,18:00,00:00,23:59,00:00,23:59,1,Y,Y,야탑2동행정복지센터,031-729-7850
2293,양지동행정복지센터,경기도,성남시,경기도 성남시 수정구 산성대로 483,청사 입구,09:00,18:00,00:00,23:59,00:00,23:59,1,Y,Y,양지동행정복지센터,031-729-5830
2294,운중동행정복지센터,경기도,성남시,경기도 성남시 분당구 운중로 138번길 10,1층입구,09:00,18:00,00:00,23:59,00:00,23:59,1,Y,Y,운중동행정복지센터,031-729-7970
2295,위례종합사회복지관,경기도,성남시,경기도 성남시 수정구 위례광장로 311,청사 입구,09:00,18:00,09:00,18:00,09:00,18:00,1,Y,Y,위례종합사회복지관,031-758-0701
2296,중앙도서관,경기도,성남시,경기도 성남시 분당구 판교로 542,1층입구,09:00,18:00,09:00,18:00,00:00,23:59,1,Y,Y,중앙도서관,031-729-4500
2297,중앙동행정복지센터,경기도,성남시,경기도 성남시 중원구 광명로264번길 1,1층입구,09:00,18:00,00:00,23:59,00:00,23:59,1,Y,Y,중앙동행정복지센터,031-729-6630
2298,중원도서관,경기도,성남시,경기도 성남시 중원구 원터로17번길 46,1층입구,09:00,18:00,09:00,18:00,00:00,23:59,1,Y,Y,중원도서관,031-752-3913
2299,성정2동행정복지센터,충청남도,천안시,충청남도 천안시 서북구 서부8길 29,민원실 내,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
2300,광명장애인종합복지관,경기도,광명시,경기도 광명시 목감로 120,광명장애인종합복지관 본관 1층 입구+광명장애인종합복지관 체육관 1층 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,경기도 광명시 광명장애인종합복지관,02-2616-3700
2301,하안종합사회복지관,경기도,광명시,경기도 광명시 하안로 238,하안종합사회복지관 1층 현관,09:00,20:00,09:00,18:00,00:00,00:00,2,N,Y,경기도 광명시 하안종합사회복지관,02-894-0720
2302,광명종합사회복지관,경기도,광명시,경기도 광명시 오리로 1018,광명종합사회복지관 본관 1층 입구,09:00,18:00,09:00,18:00,00:00,00:00,2,N,N,경기도 광명시 광명종합사회복지관,02-2687-2921
2303,철산종합복지관,경기도,광명시,경기도 광명시 연서일로 4-3,철산종합복지관 1층 엘리베이터 앞,09:00,18:00,09:00,14:00,00:00,00:00,2,N,Y,경기도 광명시 철산종합사회복지관,02-2617-0410
2304,소하노인종합복지관,경기도,광명시,경기도 광명시 소하로 25,소하노인종합복지관 1층 안내실 앞,09:00,18:00,08:00,13:00,00:00,00:00,2,N,Y,경기도 광명시 소하노인종합복지관,02-2625-9300
2305,광명시장애인이동보조기기수리센터,경기도,광명시,경기도 광명시 소하로 189,광명시장애인보장구수리지원센터 1층 앞,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,Y,경기도 광명시 장애인이동보조기기수리센터,02-899-1497
2306,광명시보건소,경기도,광명시,경기도 광명시 오리로 613,광명시보건소 정문 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,경기도 광명시 보건소,02-1688-3399
2307,광명시민회관,경기도,광명시,경기도 광명시 시청로 20,광명시민회관 옆문 앞,00:00,23:59,00:00,23:59,00:00,23:59,2,N,Y,경기도 광명시 광명시민회관,02-2621-8845
2308,광명사거리역,경기도,광명시,경기도 광명시 오리로 지하 980,광명사거리역,06:00,23:00,06:00,23:00,06:00,23:00,2,N,N,경기도 광명시 광명사거리역,02-6311-7481
2309,종합운동장,충청남도,천안시,충청남도 천안시 서북구 번영로 208,여성장애인연대입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
2310,중앙도서관,충청남도,천안시,충청남도 천안시 동남구 중앙로 118,출입구,08:00,22:00,08:00,22:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
2311,충청남도 천안시 동남구청(본관),충청남도,천안시,충청남도 천안시 동남구 옛시청길 39,민원실 내,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
2312,쌍용도서관,충청남도,천안시,충청남도 천안시 서북구 월봉4로 153,출입구,08:00,22:00,08:00,22:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
2313,북부스포츠센터,충청남도,천안시,충청남도 천안시 서북구 성환읍 성환1로 45,출입구,06:00,20:00,06:00,18:00,09:00,18:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
2314,봉명동행정복지센터,충청남도,천안시,충청남도 천안시 동남구 봉정로 39,민원실 내,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
2315,동면행정복지센터,충청남도,천안시,충청남도 천안시 동남구 동면 동산1길 15,출입구,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
2316,수신면행정복지센터,충청남도,천안시,충청남도 천안시 동남구 수신면 수신로 431,출입구,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
2317,풍세면행정복지센터,충청남도,천안시,충청남도 천안시 동남구 풍세면 상정1길 3,출입구,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
2318,광덕면행정복지센터,충청남도,천안시,충청남도 천안시 동남구 광덕면 신흥리3길 33,출입구,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
2319,신방동행정복지센터,충청남도,천안시,충청남도 천안시 동남구 천안천변길 129-41,출입구,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
2320,청룡동행정복지센터,충청남도,천안시,충청남도 천안시 동남구 청수14로 99,출입구,09:00,18:00,09:00,18:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
2321,누리별장애인종합복지관,충청남도,천안시,충청남도 천안시 동남구 천안대로 359,출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,충청남도 천안시 노인장애인과,041-521-5387
2322,행복로 8 일원,경기도,의정부시,경기도 의정부시 행복로 8,지하상가 입구 승강기 뒤편,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,경기도 의정부시청,031-828-4206
2323,녹양역,경기도,의정부시,경기도 의정부시 평화로 525,역사 내 공중전화부스 옆,05:00,23:59,05:00,23:59,05:00,23:59,2,Y,N,녹양역,1544-7788
2324,가톨릭대학교 의정부성모병원,경기도,의정부시,경기도 의정부시 천보로 271,정문 입구 내,00:00,23:59,00:00,23:59,00:00,23:59,2,Y,N,가톨릭대학교 의정부성모병원,1661-7500
2325,장애인자립지원센터 그루터기,경기도,의정부시,경기도 의정부시 오목로 205번길 62,건물 4층 사무실 내,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,장애인자립지원센터 그루터기,031-853-7747
2326,고산종합사회복지관,경기도,의정부시,경기도 의정부시 정음로 15,단지 내 복지관 1층 복도,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,고산종합사회복지관,031-845-6900
2327,의정부시 고령장애인쉼터,경기도,의정부시,경기도 의정부시 경의로85번길 6-19,의정부시 장애인복지회관 1층,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,의정부시 지체장애인협회,031-876-1224
2328,영광군청,전라남도,영광군,전라남도 영광군 영광읍 중앙로 203,종합민원실,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,전라남도 영광군청,061-350-4897
2329,영광읍사무소,전라남도,영광군,전라남도 영광군 영광읍 중앙로2길 35-4,출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,전라남도 영광군청,061-350-4897
2330,백수읍사무소,전라남도,영광군,전라남도 영광군 백수읍 천마길 13,출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,전라남도 영광군청,061-350-4897
2331,영광예술의전당,전라남도,영광군,전라남도 영광군 영광읍 천년로13길 2-34,출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,전라남도 영광군청,061-350-4897
2332,영광군스포티움,전라남도,영광군,전라남도 영광군 영광읍 월현로 170,출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,전라남도 영광군청,061-350-4897
2333,영광군립도서관,전라남도,영광군,전라남도 영광군 영광읍 중앙로 228-16,출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,전라남도 영광군청,061-350-4897
2334,영광군장애인복지타운,전라남도,영광군,전라남도 영광군 영광읍 옥당로 50,영광군 장애인복지타운 지체동 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,전라남도 영광군청,061-350-4897
